rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
64,Black And Yellow,Wiz Khalifa,https://charts-static.billboard.com/img/2010/10/wiz-khalifa-b1e-53x53.jpg,-,64,2,re-entry,2010-10-30,
65,Little Lion Man,Mumford & Sons,https://charts-static.billboard.com/img/2010/03/mumford-sons-miw-53x53.jpg,67,65,10,up,2010-10-30,
66,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,https://charts-static.billboard.com/img/2010/07/rick-ross-oua-53x53.jpg,96,66,3,up,2010-10-30,
67,Toot It And Boot It,YG,https://charts-static.billboard.com/img/2010/07/yg-fg4-53x53.jpg,68,67,8,up,2010-10-30,
68,Right Thru Me,Nicki Minaj,https://charts-static.billboard.com/img/2010/10/nicki-minaj-thi-53x53.jpg,80,68,3,up,2010-10-30,
69,Miss Me,Drake Featuring Lil Wayne,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,62,15,20,down,2010-10-30,
70,Mama's Song,Carrie Underwood,https://charts-static.billboard.com/img/2009/10/carrie-underwood-ko6-53x53.jpg,75,70,4,up,2010-10-30,
71,The Breath You Take,George Strait,https://charts-static.billboard.com/img/2010/07/george-strait-6xj-53x53.jpg,79,71,7,up,2010-10-30,
72,Love All Over Me,Monica,https://charts-static.billboard.com/img/2010/05/monica-utr-53x53.jpg,70,58,14,down,2010-10-30,
73,Memories,David Guetta Featuring Kid Cudi,https://charts-static.billboard.com/img/2010/01/david-guetta-z71-53x53.jpg,94,73,2,up,2010-10-30,
74,Stereo Love,Edward Maya & Vika Jigulina,https://charts-static.billboard.com/img/2009/12/edward-maya-v0j-53x53.jpg,93,74,2,up,2010-10-30,
75,Only Prettier,Miranda Lambert,https://charts-static.billboard.com/img/2010/07/miranda-lambert-miy-53x53.jpg,85,75,7,up,2010-10-30,
76,Turn On The Radio,Reba,https://charts-static.billboard.com/img/2010/07/reba-mcentire-ivy-53x53.jpg,83,76,5,up,2010-10-30,
77,Dog Days Are Over,Florence + The Machine,https://charts-static.billboard.com/img/2009/05/florence-the-machine-zs3-53x53.jpg,-,21,5,re-entry,2010-10-30,
78,Shake,Jesse McCartney,https://charts-static.billboard.com/img/2010/10/jesse-mccartney-2fg-53x53.jpg,-,78,2,re-entry,2010-10-30,
79,Grenade,Bruno Mars,https://charts-static.billboard.com/img/2010/10/bruno-mars-va7-53x53.jpg,88,79,3,up,2010-10-30,
80,Little Miss,Sugarland,https://charts-static.billboard.com/img/2010/10/sugarland-661-53x53.jpg,,,,new,2010-10-30,
81,Your Love,Nicki Minaj,https://charts-static.billboard.com/img/2010/03/nicki-minaj-thi-53x53.jpg,71,14,20,down,2010-10-30,
82,Rhythm of Love,Plain White T's,https://charts-static.billboard.com/img/2010/08/plain-white-ts-8xj-53x53.jpg,89,82,5,up,2010-10-30,
83,This,Darius Rucker,https://charts-static.billboard.com/img/2010/10/darius-rucker-iex-53x53.jpg,,,,new,2010-10-30,
84,Loca,Shakira Featuring Dizzee Rascal,https://charts-static.billboard.com/img/2010/10/shakira-mhe-53x53.jpg,98,84,2,up,2010-10-30,
85,Way Out Here,Josh Thompson,https://charts-static.billboard.com/img/2010/03/josh-thompson-a23-53x53.jpg,87,85,8,up,2010-10-30,
86,Our Kind Of Love,Lady Antebellum,https://charts-static.billboard.com/img/2010/02/lady-antebellum-g3u-53x53.jpg,76,51,19,down,2010-10-30,
87,Sing!,Glee Cast,Not supported yet,,,,new,2010-10-30,
88,Pretty Good At Drinkin' Beer,Billy Currington,https://charts-static.billboard.com/img/2010/06/billy-currington-kzk-53x53.jpg,78,41,20,down,2010-10-30,
89,Put You In A Song,Keith Urban,https://charts-static.billboard.com/img/2010/09/keith-urban-t54-53x53.jpg,-,82,3,re-entry,2010-10-30,
90,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,https://charts-static.billboard.com/img/2010/06/rick-ross-oua-53x53.jpg,90,60,15,same,2010-10-30,
91,A Year Without Rain,Selena Gomez & The Scene,https://charts-static.billboard.com/img/2010/09/selena-gomez-scg-53x53.jpg,100,35,6,up,2010-10-30,
92,All About Tonight,Blake Shelton,https://charts-static.billboard.com/img/2010/04/blake-shelton-22w-53x53.jpg,92,37,18,same,2010-10-30,
93,Little White Church,Little Big Town,https://charts-static.billboard.com/img/2010/03/little-big-town-z2a-53x53.jpg,84,59,20,down,2010-10-30,
94,Le Jazz Hot,Glee Cast,Not supported yet,,,,new,2010-10-30,
95,Angel,Akon,https://charts-static.billboard.com/img/2010/10/akon-5il-53x53.jpg,-,62,2,re-entry,2010-10-30,
96,Gonorrhea,Lil Wayne Featuring Drake,https://charts-static.billboard.com/img/2010/10/lil-wayne-9q6-53x53.jpg,64,17,3,down,2010-10-30,
97,Smoke A Little Smoke,Eric Church,https://charts-static.billboard.com/img/2009/05/eric-church-3cj-53x53.jpg,99,97,5,up,2010-10-30,
98,POWER,Kanye West,https://charts-static.billboard.com/img/2010/06/kanye-west-irm-53x53.jpg,97,22,16,down,2010-10-30,
99,The Catalyst,Linkin Park,https://charts-static.billboard.com/img/2010/08/linkin-park-brd-53x53.jpg,-,27,10,re-entry,2010-10-30,
100,This Ain't No Love Song,Trace Adkins,https://charts-static.billboard.com/img/2010/05/trace-adkins-bo9-53x53.jpg,,,,new,2010-10-30,
1,Like A G6,Far*East Movement Featuring Cataracs & Dev,https://charts-static.billboard.com/img/2010/07/fareast-movement-tai-53x53.jpg,1,1,11,same,2010-11-06,2
2,Just The Way You Are,Bruno Mars,https://charts-static.billboard.com/img/2010/08/bruno-mars-va7-53x53.jpg,2,1,14,same,2010-11-06,
3,Only Girl (In The World),Rihanna,https://charts-static.billboard.com/img/2010/09/rihanna-v3t-53x53.jpg,4,3,7,up,2010-11-06,
4,Just A Dream,Nelly,https://charts-static.billboard.com/img/2010/08/nelly-fmf-53x53.jpg,3,3,10,down,2010-11-06,
5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,https://charts-static.billboard.com/img/2010/07/usher-oqp-53x53.jpg,5,4,15,same,2010-11-06,
6,Bottoms Up,Trey Songz Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/07/trey-songz-kc8-53x53.jpg,10,6,11,up,2010-11-06,
7,Teenage Dream,Katy Perry,https://charts-static.billboard.com/img/2010/08/katy-perry-l8p-53x53.jpg,7,1,14,same,2010-11-06,
8,Dynamite,Taio Cruz,https://charts-static.billboard.com/img/2010/06/taio-cruz-vf6-53x53.jpg,8,2,21,same,2010-11-06,
9,Club Can't Handle Me,Flo Rida Featuring David Guetta,https://charts-static.billboard.com/img/2010/07/flo-rida-8v1-53x53.jpg,9,9,17,same,2010-11-06,
10,Raise Your Glass,P!nk,https://charts-static.billboard.com/img/2010/10/pnk-e1s-53x53.jpg,11,10,3,up,2010-11-06,
11,Mean,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,,,new,2010-11-06,
12,Love The Way You Lie,Eminem Featuring Rihanna,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,12,1,18,same,2010-11-06,
13,Mine,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,14,3,12,up,2010-11-06,
14,I Like It,Enrique Iglesias Featuring Pitbull,https://charts-static.billboard.com/img/2010/05/enrique-iglesias-m5f-53x53.jpg,13,4,24,down,2010-11-06,
15,Animal,Neon Trees,https://charts-static.billboard.com/img/2010/02/neon-trees-p7d-53x53.jpg,15,15,21,same,2010-11-06,
16,Deuces,Chris Brown Featuring Tyga & Kevin McCall,https://charts-static.billboard.com/img/2010/07/chris-brown-cte-53x53.jpg,16,14,17,same,2010-11-06,
17,F**k You! (Forget You),Cee Lo Green,https://charts-static.billboard.com/img/2010/09/cee-lo-green-hk2-53x53.jpg,17,17,9,same,2010-11-06,
18,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,https://charts-static.billboard.com/img/2010/08/waka-flocka-flame-efd-53x53.jpg,22,18,7,up,2010-11-06,
19,Please Don't Go,Mike Posner,https://charts-static.billboard.com/img/2010/08/mike-posner-oiz-53x53.jpg,34,19,5,up,2010-11-06,
20,Right Above It,Lil Wayne Featuring Drake,https://charts-static.billboard.com/img/2010/08/lil-wayne-9q6-53x53.jpg,20,6,10,same,2010-11-06,
21,If I Die Young,The Band Perry,https://charts-static.billboard.com/img/2010/05/the-band-perry-lzw-53x53.jpg,19,19,16,down,2010-11-06,
22,Take It Off,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,18,8,15,down,2010-11-06,
23,Stuck Like Glue,Sugarland,https://charts-static.billboard.com/img/2010/08/sugarland-661-53x53.jpg,23,20,13,same,2010-11-06,
24,Secrets,OneRepublic,https://charts-static.billboard.com/img/2009/11/onerepublic-bjw-53x53.jpg,24,21,18,same,2010-11-06,
25,Check It Out,will.i.am & Nicki Minaj,https://charts-static.billboard.com/img/2010/09/william-eaz-53x53.jpg,28,25,7,up,2010-11-06,
26,Hot Tottie,Usher Featuring Jay-Z,https://charts-static.billboard.com/img/2010/08/usher-oqp-53x53.jpg,21,21,11,down,2010-11-06,
27,Love Like Woe,The Ready Set,https://charts-static.billboard.com/img/2010/07/the-ready-set-nfr-53x53.jpg,32,27,11,up,2010-11-06,
28,Cooler Than Me,Mike Posner,https://charts-static.billboard.com/img/2010/04/mike-posner-oiz-53x53.jpg,25,6,26,down,2010-11-06,
29,We No Speak Americano,Yolanda Be Cool & Dcup,https://charts-static.billboard.com/img/2010/06/yolanda-be-cool-dbg-53x53.jpg,36,29,6,up,2010-11-06,
30,Back To December,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,6,6,2,down,2010-11-06,
31,California Gurls,Katy Perry Featuring Snoop Dogg,https://charts-static.billboard.com/img/2010/05/katy-perry-l8p-53x53.jpg,26,1,24,down,2010-11-06,
32,Loca,Shakira Featuring Dizzee Rascal,https://charts-static.billboard.com/img/2010/10/shakira-mhe-53x53.jpg,84,32,3,up,2010-11-06,
33,Airplanes,B.o.B Featuring Hayley Williams,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,31,2,28,down,2010-11-06,
34,Misery,Maroon 5,https://charts-static.billboard.com/img/2010/07/maroon-5-9st-53x53.jpg,29,14,18,down,2010-11-06,
35,Fancy,Drake Featuring T.I. & Swizz Beatz,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,35,25,13,same,2010-11-06,
36,September,Daughtry,https://charts-static.billboard.com/img/2010/06/daughtry-uco-53x53.jpg,40,36,12,up,2010-11-06,
37,King Of Anything,Sara Bareilles,https://charts-static.billboard.com/img/2010/05/sara-bareilles-m95-53x53.jpg,42,32,18,up,2010-11-06,
38,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/07/sean-kingston-qzx-53x53.jpg,43,36,12,up,2010-11-06,
39,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,https://charts-static.billboard.com/img/2010/08/zac-brown-band-elb-53x53.jpg,46,39,11,up,2010-11-06,
40,Not Afraid,Eminem,https://charts-static.billboard.com/img/2010/05/eminem-1xq-53x53.jpg,30,1,25,down,2010-11-06,
41,Come Back Song,Darius Rucker,https://charts-static.billboard.com/img/2010/07/darius-rucker-iex-53x53.jpg,37,37,15,down,2010-11-06,
42,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/08/jay-sean-fk9-53x53.jpg,33,31,12,down,2010-11-06,
43,OMG,Usher Featuring will.i.am,https://charts-static.billboard.com/img/2010/03/usher-oqp-53x53.jpg,44,1,30,up,2010-11-06,
44,Can't Be Friends,Trey Songz,https://charts-static.billboard.com/img/2017/06/trey-songz-53x53.jpg,52,44,6,up,2010-11-06,
45,Magic,B.o.B Featuring Rivers Cuomo,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,39,10,20,down,2010-11-06,
46,If It's Love,Train,https://charts-static.billboard.com/img/2010/05/train-z35-53x53.jpg,49,34,20,up,2010-11-06,
47,Farmer's Daughter,Rodney Atkins,https://charts-static.billboard.com/img/2010/04/rodney-atkins-r4o-53x53.jpg,53,47,19,up,2010-11-06,
48,My Kinda Party,Jason Aldean,https://charts-static.billboard.com/img/2010/08/jason-aldean-jfn-53x53.jpg,56,48,9,up,2010-11-06,
49,No Love,Eminem Featuring Lil Wayne,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,59,23,8,up,2010-11-06,
50,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,https://charts-static.billboard.com/img/2010/07/rick-ross-oua-53x53.jpg,66,50,4,up,2010-11-06,
51,Black And Yellow,Wiz Khalifa,https://charts-static.billboard.com/img/2010/10/wiz-khalifa-b1e-53x53.jpg,64,51,3,up,2010-11-06,
52,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,https://charts-static.billboard.com/img/2010/10/pitbull-odu-53x53.jpg,57,44,4,up,2010-11-06,
53,The Boys of Fall,Kenny Chesney,https://charts-static.billboard.com/img/2010/07/kenny-chesney-en6-53x53.jpg,47,18,13,down,2010-11-06,
54,Runaway,Kanye West Featuring Pusha T,https://charts-static.billboard.com/img/2010/10/kanye-west-irm-53x53.jpg,38,12,3,down,2010-11-06,
55,Anything Like Me,Brad Paisley,https://charts-static.billboard.com/img/2010/08/brad-paisley-ws4-53x53.jpg,58,55,8,up,2010-11-06,
56,Roll With It,Easton Corbin,https://charts-static.billboard.com/img/2010/05/easton-corbin-bi6-53x53.jpg,55,55,15,down,2010-11-06,
57,Firework,Katy Perry,https://charts-static.billboard.com/img/2010/09/katy-perry-l8p-53x53.jpg,,,,new,2010-11-06,
58,All I Want Is You,Miguel Featuring J. Cole,https://charts-static.billboard.com/img/1840/12/miguel-y6r-53x53.jpg,61,58,6,up,2010-11-06,
59,Right Thru Me,Nicki Minaj,https://charts-static.billboard.com/img/2010/10/nicki-minaj-thi-53x53.jpg,68,59,4,up,2010-11-06,
60,Holding You Down (Goin In Circles),Jazmine Sullivan,https://charts-static.billboard.com/img/2010/07/jazmine-sullivan-2qt-53x53.jpg,62,60,9,up,2010-11-06,
61,Little Lion Man,Mumford & Sons,https://charts-static.billboard.com/img/2010/03/mumford-sons-miw-53x53.jpg,65,61,11,up,2010-11-06,
62,If I Had You,Adam Lambert,https://charts-static.billboard.com/img/2010/06/adam-lambert-00l-53x53.jpg,51,30,18,down,2010-11-06,
63,Why Wait,Rascal Flatts,https://charts-static.billboard.com/img/2010/08/rascal-flatts-o8u-53x53.jpg,63,48,10,same,2010-11-06,
64,Memories,David Guetta Featuring Kid Cudi,https://charts-static.billboard.com/img/2010/01/david-guetta-z71-53x53.jpg,73,64,3,up,2010-11-06,
65,Radioactive,Kings Of Leon,https://charts-static.billboard.com/img/2010/09/kings-of-leon-o0f-53x53.jpg,-,37,3,re-entry,2010-11-06,
66,Gonna Get This,Hannah Montana Featuring Iyaz,https://charts-static.billboard.com/img/2010/10/hannah-montana-g0d-53x53.jpg,,,,new,2010-11-06,
67,Stereo Love,Edward Maya & Vika Jigulina,https://charts-static.billboard.com/img/2009/12/edward-maya-v0j-53x53.jpg,74,67,3,up,2010-11-06,
68,Mama's Song,Carrie Underwood,https://charts-static.billboard.com/img/2009/10/carrie-underwood-ko6-53x53.jpg,70,68,5,up,2010-11-06,
69,Toot It And Boot It,YG,https://charts-static.billboard.com/img/2010/07/yg-fg4-53x53.jpg,67,67,9,down,2010-11-06,
70,Rhythm of Love,Plain White T's,https://charts-static.billboard.com/img/2010/08/plain-white-ts-8xj-53x53.jpg,82,70,6,up,2010-11-06,
71,Love All Over Me,Monica,https://charts-static.billboard.com/img/2010/05/monica-utr-53x53.jpg,72,58,15,up,2010-11-06,
72,The Breath You Take,George Strait,https://charts-static.billboard.com/img/2010/07/george-strait-6xj-53x53.jpg,71,71,8,down,2010-11-06,
73,All Over Me,Josh Turner,https://charts-static.billboard.com/img/2010/04/josh-turner-ru7-53x53.jpg,60,59,17,down,2010-11-06,
74,Shake,Jesse McCartney,https://charts-static.billboard.com/img/2010/10/jesse-mccartney-2fg-53x53.jpg,78,74,3,up,2010-11-06,
75,Grenade,Bruno Mars,https://charts-static.billboard.com/img/2010/10/bruno-mars-va7-53x53.jpg,79,75,4,up,2010-11-06,
76,Turn On The Radio,Reba,https://charts-static.billboard.com/img/2010/07/reba-mcentire-ivy-53x53.jpg,76,76,6,same,2010-11-06,
77,Only Prettier,Miranda Lambert,https://charts-static.billboard.com/img/2010/07/miranda-lambert-miy-53x53.jpg,75,75,8,down,2010-11-06,
78,Whip My Hair,Willow,Not supported yet,,,,new,2010-11-06,
79,Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",https://charts-static.billboard.com/img/2010/09/kanye-west-irm-53x53.jpg,,,,new,2010-11-06,
80,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,https://charts-static.billboard.com/img/2010/05/shakira-mhe-53x53.jpg,-,38,18,re-entry,2010-11-06,
81,Put You In A Song,Keith Urban,https://charts-static.billboard.com/img/2010/09/keith-urban-t54-53x53.jpg,89,81,4,up,2010-11-06,
82,The End,Kings Of Leon,https://charts-static.billboard.com/img/2010/11/kings-of-leon-o0f-53x53.jpg,,,,new,2010-11-06,
83,What's My Name?,Rihanna Featuring Drake,https://charts-static.billboard.com/img/2010/10/rihanna-v3t-53x53.jpg,,,,new,2010-11-06,
84,Dog Days Are Over,Florence + The Machine,https://charts-static.billboard.com/img/2009/05/florence-the-machine-zs3-53x53.jpg,77,21,6,down,2010-11-06,
85,Way Out Here,Josh Thompson,https://charts-static.billboard.com/img/2010/03/josh-thompson-a23-53x53.jpg,85,85,9,same,2010-11-06,
86,Speak Now,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,45,8,3,down,2010-11-06,
87,Double Vision,3OH!3,https://charts-static.billboard.com/img/2010/07/3oh3-eia-53x53.jpg,-,87,2,re-entry,2010-11-06,
88,This Ain't No Love Song,Trace Adkins,https://charts-static.billboard.com/img/2010/05/trace-adkins-bo9-53x53.jpg,100,88,2,up,2010-11-06,
89,Rap Song,T-Pain Featuring Rick Ross,https://charts-static.billboard.com/img/2010/09/t-pain-kj8-53x53.jpg,,,,new,2010-11-06,
90,Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,https://charts-static.billboard.com/img/2010/06/my-darkest-days-rui-53x53.jpg,,,,new,2010-11-06,
91,Lay It Down,Lloyd,https://charts-static.billboard.com/img/2010/09/lloyd-a2k-53x53.jpg,,,,new,2010-11-06,
92,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,https://charts-static.billboard.com/img/2010/06/rick-ross-oua-53x53.jpg,90,60,16,down,2010-11-06,
93,Tighten Up,The Black Keys,https://charts-static.billboard.com/img/2010/04/the-black-keys-3bo-53x53.jpg,,,,new,2010-11-06,
94,Our Kind Of Love,Lady Antebellum,https://charts-static.billboard.com/img/2010/02/lady-antebellum-g3u-53x53.jpg,86,51,20,down,2010-11-06,
95,Strip Me,Natasha Bedingfield,https://charts-static.billboard.com/img/2010/10/natasha-bedingfield-z7w-53x53.jpg,,,,new,2010-11-06,
96,Angel,Akon,https://charts-static.billboard.com/img/2010/10/akon-5il-53x53.jpg,95,62,3,down,2010-11-06,
97,Smoke A Little Smoke,Eric Church,https://charts-static.billboard.com/img/2009/05/eric-church-3cj-53x53.jpg,97,97,6,same,2010-11-06,
98,All About Tonight,Blake Shelton,https://charts-static.billboard.com/img/2010/04/blake-shelton-22w-53x53.jpg,92,37,19,down,2010-11-06,
99,Got Your Back,T.I. Featuring Keri Hilson,https://charts-static.billboard.com/img/2010/06/ti-e27-53x53.jpg,-,38,20,re-entry,2010-11-06,
100,Waiting For The End,Linkin Park,https://charts-static.billboard.com/img/2010/09/linkin-park-brd-53x53.jpg,-,95,3,re-entry,2010-11-06,
1,We R Who We R,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,,,new,2010-11-13,
2,Like A G6,Far*East Movement Featuring Cataracs & Dev,https://charts-static.billboard.com/img/2010/07/fareast-movement-tai-53x53.jpg,1,1,12,down,2010-11-13,
3,Just The Way You Are,Bruno Mars,https://charts-static.billboard.com/img/2010/08/bruno-mars-va7-53x53.jpg,2,1,15,down,2010-11-13,
4,Only Girl (In The World),Rihanna,https://charts-static.billboard.com/img/2010/09/rihanna-v3t-53x53.jpg,3,3,8,down,2010-11-13,
5,Just A Dream,Nelly,https://charts-static.billboard.com/img/2010/08/nelly-fmf-53x53.jpg,4,3,11,down,2010-11-13,
6,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,https://charts-static.billboard.com/img/2010/07/usher-oqp-53x53.jpg,5,4,16,down,2010-11-13,
7,Bottoms Up,Trey Songz Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/07/trey-songz-kc8-53x53.jpg,6,6,12,down,2010-11-13,
8,Teenage Dream,Katy Perry,https://charts-static.billboard.com/img/2010/08/katy-perry-l8p-53x53.jpg,7,1,15,down,2010-11-13,
9,Dynamite,Taio Cruz,https://charts-static.billboard.com/img/2010/06/taio-cruz-vf6-53x53.jpg,8,2,22,down,2010-11-13,
10,Raise Your Glass,P!nk,https://charts-static.billboard.com/img/2010/10/pnk-e1s-53x53.jpg,10,10,4,same,2010-11-13,
11,Whip My Hair,Willow,Not supported yet,78,11,2,up,2010-11-13,
12,Club Can't Handle Me,Flo Rida Featuring David Guetta,https://charts-static.billboard.com/img/2010/07/flo-rida-8v1-53x53.jpg,9,9,18,down,2010-11-13,
13,Animal,Neon Trees,https://charts-static.billboard.com/img/2010/02/neon-trees-p7d-53x53.jpg,15,13,22,up,2010-11-13,
14,I Like It,Enrique Iglesias Featuring Pitbull,https://charts-static.billboard.com/img/2010/05/enrique-iglesias-m5f-53x53.jpg,14,4,25,same,2010-11-13,
15,Love The Way You Lie,Eminem Featuring Rihanna,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,12,1,19,down,2010-11-13,
16,Deuces,Chris Brown Featuring Tyga & Kevin McCall,https://charts-static.billboard.com/img/2010/07/chris-brown-cte-53x53.jpg,16,14,18,same,2010-11-13,
17,Sparks Fly,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,,,new,2010-11-13,
18,Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",https://charts-static.billboard.com/img/2010/09/kanye-west-irm-53x53.jpg,79,18,2,up,2010-11-13,
19,Please Don't Go,Mike Posner,https://charts-static.billboard.com/img/2010/08/mike-posner-oiz-53x53.jpg,19,19,6,same,2010-11-13,
20,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,https://charts-static.billboard.com/img/2010/08/waka-flocka-flame-efd-53x53.jpg,18,18,8,down,2010-11-13,
21,Mine,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,13,3,13,down,2010-11-13,
22,Right Above It,Lil Wayne Featuring Drake,https://charts-static.billboard.com/img/2010/08/lil-wayne-9q6-53x53.jpg,20,6,11,down,2010-11-13,
23,F**k You! (Forget You),Cee Lo Green,https://charts-static.billboard.com/img/2010/09/cee-lo-green-hk2-53x53.jpg,17,17,10,down,2010-11-13,
24,Check It Out,will.i.am & Nicki Minaj,https://charts-static.billboard.com/img/2010/09/william-eaz-53x53.jpg,25,24,8,up,2010-11-13,
25,If I Die Young,The Band Perry,https://charts-static.billboard.com/img/2010/05/the-band-perry-lzw-53x53.jpg,21,19,17,down,2010-11-13,
26,Stuck Like Glue,Sugarland,https://charts-static.billboard.com/img/2010/08/sugarland-661-53x53.jpg,23,20,14,down,2010-11-13,
27,Innocent,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,,,new,2010-11-13,
28,Love Like Woe,The Ready Set,https://charts-static.billboard.com/img/2010/07/the-ready-set-nfr-53x53.jpg,27,27,12,down,2010-11-13,
29,Firework,Katy Perry,https://charts-static.billboard.com/img/2010/09/katy-perry-l8p-53x53.jpg,57,29,2,up,2010-11-13,
30,Hot Tottie,Usher Featuring Jay-Z,https://charts-static.billboard.com/img/2010/08/usher-oqp-53x53.jpg,26,21,12,down,2010-11-13,
31,Secrets,OneRepublic,https://charts-static.billboard.com/img/2009/11/onerepublic-bjw-53x53.jpg,24,21,19,down,2010-11-13,
32,Take It Off,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,22,8,16,down,2010-11-13,
33,Yeah 3X,Chris Brown,https://charts-static.billboard.com/img/2010/11/chris-brown-cte-53x53.jpg,,,,new,2010-11-13,
34,We No Speak Americano,Yolanda Be Cool & Dcup,https://charts-static.billboard.com/img/2010/06/yolanda-be-cool-dbg-53x53.jpg,29,29,7,down,2010-11-13,
35,Cooler Than Me,Mike Posner,https://charts-static.billboard.com/img/2010/04/mike-posner-oiz-53x53.jpg,28,6,27,down,2010-11-13,
36,King Of Anything,Sara Bareilles,https://charts-static.billboard.com/img/2010/05/sara-bareilles-m95-53x53.jpg,37,32,19,up,2010-11-13,
37,California Gurls,Katy Perry Featuring Snoop Dogg,https://charts-static.billboard.com/img/2010/05/katy-perry-l8p-53x53.jpg,31,1,25,down,2010-11-13,
38,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,https://charts-static.billboard.com/img/2010/08/zac-brown-band-elb-53x53.jpg,39,38,12,up,2010-11-13,
39,Airplanes,B.o.B Featuring Hayley Williams,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,33,2,29,down,2010-11-13,
40,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/07/sean-kingston-qzx-53x53.jpg,38,36,13,down,2010-11-13,
41,The Story Of Us,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,,,new,2010-11-13,
42,September,Daughtry,https://charts-static.billboard.com/img/2010/06/daughtry-uco-53x53.jpg,36,36,13,down,2010-11-13,
43,Black And Yellow,Wiz Khalifa,https://charts-static.billboard.com/img/2010/10/wiz-khalifa-b1e-53x53.jpg,51,43,4,up,2010-11-13,
44,Fancy,Drake Featuring T.I. & Swizz Beatz,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,35,25,14,down,2010-11-13,
45,Can't Be Friends,Trey Songz,https://charts-static.billboard.com/img/2017/06/trey-songz-53x53.jpg,44,44,7,down,2010-11-13,
46,Right Thru Me,Nicki Minaj,https://charts-static.billboard.com/img/2010/10/nicki-minaj-thi-53x53.jpg,59,46,5,up,2010-11-13,
47,No Love,Eminem Featuring Lil Wayne,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,49,23,9,up,2010-11-13,
48,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,https://charts-static.billboard.com/img/2010/07/rick-ross-oua-53x53.jpg,50,48,5,up,2010-11-13,
49,Come Back Song,Darius Rucker,https://charts-static.billboard.com/img/2010/07/darius-rucker-iex-53x53.jpg,41,37,16,down,2010-11-13,
50,Misery,Maroon 5,https://charts-static.billboard.com/img/2010/07/maroon-5-9st-53x53.jpg,34,14,19,down,2010-11-13,
51,Runaway,Kanye West Featuring Pusha T,https://charts-static.billboard.com/img/2010/10/kanye-west-irm-53x53.jpg,54,12,4,up,2010-11-13,
52,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,https://charts-static.billboard.com/img/2010/10/pitbull-odu-53x53.jpg,52,44,5,same,2010-11-13,
53,Farmer's Daughter,Rodney Atkins,https://charts-static.billboard.com/img/2010/04/rodney-atkins-r4o-53x53.jpg,47,47,20,down,2010-11-13,
